bedrooms,bathrooms,floors,view,grade,sqft_above,lat,price,zipcode_mean,sqft_total
3,2.5,2.0,0,12,4570,47.5533,1040000,617053.9660194175,3860
3,2.5,1.0,3,8,1570,47.4922,545000,359496.2604166667,2920
5,2.75,2.0,0,10,3430,47.5678,850000,790734.704735376,3430
4,3.5,2.0,0,10,3540,47.473,550000,304262.1082089552,3310
3,2.25,2.0,0,9,2240,47.6216,600000,685675.8435374149,2240
4,2.5,1.0,0,8,1700,47.7657,535000,423736.9058295964,3400
3,2.5,2.0,0,8,2660,47.5487,599950,418019.36094674555,1840
5,2.75,1.0,0,8,1540,47.5593,531000,355678.51612903224,3510
4,2.25,2.0,0,8,2210,47.5424,530000,859938.5542168674,1960
4,4.0,2.0,0,10,2860,47.5784,597326,1194873.6382978724,2940
4,2.5,2.0,0,9,3450,47.7673,805000,682885.9898989899,2820
4,1.75,1.0,0,8,2330,47.4568,390000,353619.07472527475,2180
4,2.0,1.5,0,7,1550,47.6637,487250,585048.7790697674,1760
3,1.5,1.0,0,7,1030,47.7654,301000,423736.9058295964,1750
5,2.75,1.5,2,8,2220,47.6416,1180000,880077.752293578,3080
4,2.5,2.0,0,7,1950,47.4977,299000,310612.75572519086,1170
4,2.25,2.5,3,10,3670,47.6878,2350000,803990.8194444445,3680
4,2.5,2.5,0,7,2350,47.5305,400000,319581.3940298507,1120
4,2.5,1.0,0,7,1880,47.7368,467500,521740.0146788991,3350
4,2.5,2.0,0,8,2430,47.2939,305000,286742.81162324647,2260
3,1.0,1.0,0,5,1340,47.7534,210000,424815.06315789477,1800
3,1.0,1.0,0,6,1010,47.6453,300000,455617.1129032258,1180
3,2.25,1.0,0,8,1330,47.4464,327500,353619.07472527475,2350
3,2.0,1.0,0,7,1210,47.3996,269000,300340.40293040295,1210
4,3.25,1.0,2,9,1750,47.652,975000,803990.8194444445,4920
3,1.0,1.0,0,7,1060,47.7115,355000,387011.5902636917,1609
3,1.0,1.5,0,7,1150,47.651,712000,585048.7790697674,2000
4,2.5,2.0,0,10,2960,47.7319,883000,570073.5201465201,3900
2,1.0,1.0,0,6,840,47.3069,190000,423665.99,1010
3,1.75,1.0,0,7,1200,47.7768,443000,676419.3921568628,1860
4,3.0,2.0,0,10,3750,47.6367,920000,685675.8435374149,2930
4,2.25,1.0,0,7,1240,47.3045,285000,286742.81162324647,2960
4,3.25,1.0,0,7,1560,47.5347,901000,424734.60451977403,1370
3,1.75,1.0,0,7,1410,47.6592,552500,792187.8738170346,1990
2,1.0,1.0,0,6,860,47.5133,256000,359496.2604166667,1220
3,1.5,1.5,0,7,1720,47.7535,341000,423736.9058295964,1590
4,2.25,2.0,0,7,2090,47.4332,279000,353619.07472527475,1890
4,2.25,2.0,0,8,2130,47.5567,686000,859938.5542168674,3380
2,1.0,1.5,0,6,1300,47.3221,225000,423665.99,820
2,1.75,1.0,0,6,1220,47.2853,215500,281194.8698060942,1510
4,3.0,1.5,0,7,1520,47.6453,950000,849714.8097826086,1990
4,2.5,2.0,2,9,1870,47.6214,503000,455617.1129032258,4010
3,2.5,2.0,0,9,2610,47.6654,780000,645244.2264808363,2610
4,2.0,1.0,0,6,980,47.495,212000,310612.75572519086,2570
4,2.75,1.5,0,7,1710,47.7066,580000,676419.3921568628,2680
4,2.5,2.0,0,7,2060,47.5726,465000,594706.5422740525,1800
4,2.0,1.0,0,7,1720,47.2845,206000,281194.8698060942,1750
3,2.5,2.0,0,9,2250,47.5613,615000,859938.5542168674,2440
4,1.0,1.5,0,6,1640,47.5563,519000,418019.36094674555,1590
4,3.25,2.0,0,11,4130,47.5208,1140000,493625.3098290598,3720
5,2.5,2.0,0,7,2600,47.4324,330000,353619.07472527475,2180
4,1.5,1.0,0,8,1920,47.4961,240000,310612.75572519086,2020
3,2.0,1.0,0,9,2060,47.5644,574000,612642.738317757,2110
4,4.25,2.0,0,11,5710,47.3065,930000,334921.0626780627,4060
4,3.0,2.0,0,8,2720,47.6749,850000,677215.034739454,2140
3,1.5,1.0,0,7,1090,47.7148,415000,521740.0146788991,1820
3,2.5,1.0,0,7,1340,47.7076,480000,387011.5902636917,2540
5,1.0,1.0,0,7,1940,47.4407,300000,289078.3455882353,1380
4,2.25,2.0,0,8,2570,47.764,439000,490377.1076923077,1950
3,1.0,1.0,0,7,1160,47.7507,450000,462488.8692579505,1800
3,2.5,1.0,0,8,2660,47.6042,589000,586120.875,2660
3,2.25,2.0,0,7,1260,47.5459,477000,612642.738317757,1630
4,2.25,1.0,0,8,1310,47.6955,587500,619944.1492281304,2250
4,2.25,2.0,0,10,3180,47.6255,1320000,1096239.0074349442,3180
4,2.5,2.0,0,10,3380,47.6292,1430000,1356523.9905362776,3390
4,2.25,2.0,0,9,1890,47.612,700000,685675.8435374149,3470
2,1.0,1.0,0,6,1180,47.7477,275000,387011.5902636917,1070
3,1.0,1.0,0,7,1160,47.7563,367500,682885.9898989899,1820
4,2.5,2.0,0,7,2260,47.7235,453250,424815.06315789477,2300
5,1.75,1.0,0,8,1390,47.5333,607000,551768.5209125475,2340
4,2.0,1.0,0,7,1430,47.4979,255000,310612.75572519086,3430
2,2.0,1.0,0,7,770,47.6831,501000,576834.808318264,1690
3,1.0,1.0,0,7,910,47.5784,450000,618695.1090909091,1630
3,2.25,2.0,0,8,2200,47.4522,360000,304262.1082089552,2170
4,1.75,1.5,0,7,1040,47.5654,460000,618695.1090909091,2250
3,1.75,1.0,0,7,1180,47.6738,753000,619944.1492281304,3060
2,1.0,1.0,1,6,820,47.5294,389950,551768.5209125475,1550
2,1.0,1.0,0,7,1030,47.681,469000,576834.808318264,1400
4,1.75,2.0,4,9,1730,47.5071,550000,359496.2604166667,2620
5,3.5,1.5,2,6,1950,47.7172,565000,387011.5902636917,2910
2,1.75,1.0,0,6,1100,47.4136,189650,302896.7392857143,1230
4,3.25,2.0,3,11,2350,47.6499,1530000,849714.8097826086,3820
3,1.75,1.0,0,7,1340,47.3651,260000,367091.48387096776,1690
3,1.75,1.0,0,7,1040,47.3945,243000,302896.7392857143,2590
4,2.5,1.0,4,9,2030,47.5671,1100000,859938.5542168674,5260
3,1.5,1.0,0,7,1080,47.2761,249000,334921.0626780627,2080
2,1.0,1.0,3,7,1700,47.506,720000,359496.2604166667,2340
4,2.5,2.0,0,10,3330,47.5526,905000,859938.5542168674,3360
4,2.5,1.5,0,7,1610,47.6848,824500,619944.1492281304,2820
4,2.75,1.0,0,8,1760,47.5875,762500,1194873.6382978724,3400
3,2.5,3.0,2,8,1740,47.589,580000,618695.1090909091,1740
3,2.0,1.0,0,8,1840,47.4626,380000,353619.07472527475,2190
3,1.75,1.0,0,7,880,47.6503,805000,585048.7790697674,1980
4,1.75,1.5,0,7,1240,47.6892,520000,576834.808318264,1260
5,4.5,3.0,3,11,4700,47.6482,1570000,792187.8738170346,3280
2,1.0,1.0,2,6,1170,47.4017,175000,302896.7392857143,1380
4,2.25,2.0,0,7,1760,47.4248,353500,353619.07472527475,1860
4,2.5,1.0,1,8,1400,47.4285,500000,464322.38976377953,3400
3,1.75,1.0,0,7,1140,47.7167,386500,521740.0146788991,1760
2,1.0,1.0,0,7,850,47.5293,210000,418019.36094674555,1790
3,2.5,1.0,0,7,940,47.7679,439500,423736.9058295964,2260
5,2.5,2.0,0,8,3220,47.3717,315000,311580.33638025593,2740
4,2.5,2.0,0,7,1830,47.3576,339000,367091.48387096776,1830
4,2.25,1.0,0,8,1430,47.5653,655000,859938.5542168674,3190
2,2.5,1.0,0,8,2170,47.7161,740000,677215.034739454,2170
5,2.5,2.0,0,7,1900,47.6273,685000,645628.2261484099,1900
5,2.5,1.0,0,7,1480,47.5866,550000,810289.6964285715,3380
2,1.75,2.0,0,7,1330,47.5319,405000,551768.5209125475,1910
4,2.25,1.0,3,9,1430,47.584,765000,790734.704735376,3810
3,2.0,2.0,0,8,1680,47.5846,625000,618695.1090909091,2800
4,2.5,1.5,0,6,2100,47.4787,207000,304262.1082089552,1340
4,2.5,1.5,0,6,2100,47.4787,370000,304262.1082089552,1340
3,2.5,1.0,0,8,1150,47.6955,475000,803990.8194444445,1860
2,1.0,1.0,0,7,990,47.7252,365000,387011.5902636917,1080
4,2.25,1.0,0,7,1340,47.7367,411800,490377.1076923077,2410
5,3.5,2.0,0,9,2710,47.461,668000,617053.9660194175,4310
3,2.5,2.0,0,9,2340,47.6059,618000,634558.1448275862,1820
4,2.0,1.0,0,7,1230,47.308,247500,234284.0351758794,2490
5,3.0,1.0,0,7,1040,47.5707,345000,618695.1090909091,2460
3,2.0,2.0,2,7,1700,47.6825,616300,803990.8194444445,1820
3,1.5,1.0,0,7,1330,47.7366,348000,423736.9058295964,1320
3,2.5,1.0,0,7,1630,47.7508,425000,490377.1076923077,1770
5,2.75,1.0,0,8,1660,47.5133,850000,617053.9660194175,5170
5,2.75,2.0,0,9,2830,47.5932,820000,685675.8435374149,3170
4,2.25,2.0,0,10,3190,47.5933,832000,790734.704735376,3190
3,1.75,2.0,0,8,1490,47.6916,835000,803990.8194444445,3450
3,2.5,2.0,0,8,1630,47.4913,350000,493625.3098290598,1420
4,2.5,2.0,0,7,2280,47.4834,349000,420895.47536945814,2280
6,3.75,2.0,0,9,2000,47.6873,1130000,585048.7790697674,2610
3,2.5,2.0,0,7,1590,47.4805,320000,420895.47536945814,1680
3,1.0,1.0,0,7,1250,47.4169,150000,300340.40293040295,1010
3,1.0,1.0,0,6,1310,47.506,340000,240328.3717472119,1600
4,4.0,2.0,0,10,3280,47.5818,785500,790734.704735376,3730
4,2.5,2.0,0,8,3362,47.2592,410500,294111.27857142856,2770
3,2.5,2.0,2,9,2200,47.5916,580000,645628.2261484099,2200
2,1.5,2.0,0,7,830,47.5998,345000,594706.5422740525,830
3,2.25,1.5,0,7,1760,47.7297,550000,645244.2264808363,2940
4,3.0,2.0,0,8,2580,47.4646,449500,353619.07472527475,2250
3,1.0,1.0,0,6,2150,47.7615,300000,676419.3921568628,1720
4,2.5,2.0,0,10,3510,47.6671,915000,677215.034739454,2890
4,3.75,2.0,0,11,3810,47.5739,1580000,1194873.6382978724,3040
4,2.75,1.0,0,8,1010,47.6053,599000,634558.1448275862,2850
4,2.5,1.0,0,7,1620,47.5858,755000,810289.6964285715,2070
3,1.0,1.0,0,7,1250,47.7323,400000,469928.76772616134,1300
3,1.0,1.0,0,7,980,47.3737,133000,302896.7392857143,1470
4,1.5,1.0,0,7,960,47.7505,330000,423736.9058295964,1850
4,1.0,1.5,0,6,1100,47.4868,330000,304262.1082089552,1560
3,1.75,1.0,0,6,710,47.7231,375000,469928.76772616134,2310
4,2.75,1.0,0,7,1500,47.7278,485000,521740.0146788991,3340
4,2.5,1.5,0,7,1210,47.6264,470000,685675.8435374149,2290
4,3.0,2.0,0,8,1880,47.6362,1050000,849714.8097826086,2270
4,1.0,1.5,0,7,1260,47.6918,548800,619944.1492281304,1760
2,1.0,1.0,0,6,720,47.5595,315000,355678.51612903224,1610
3,2.0,1.0,1,7,2100,47.5289,590000,551768.5209125475,2920
4,2.5,2.0,0,7,2380,47.4873,439950,493625.3098290598,2330
3,1.75,1.0,0,8,2250,47.3032,325000,334921.0626780627,1830
2,1.0,1.0,0,6,880,47.6997,400000,619944.1492281304,1370
4,2.5,2.0,0,10,2770,47.6288,685000,685675.8435374149,2730
3,2.0,1.5,0,7,1340,47.7756,339950,387011.5902636917,1420
3,1.75,1.0,0,7,1660,47.4608,315000,464322.38976377953,1490
3,2.5,2.0,0,7,1710,47.6968,411753,677215.034739454,1600
2,1.75,1.0,0,7,1040,47.5703,577000,618695.1090909091,2080
3,1.75,1.0,0,8,1530,47.545,500000,859938.5542168674,2060
3,2.0,1.0,0,7,1440,47.345,210000,281194.8698060942,1580
4,1.75,1.0,0,7,2020,47.3413,640000,423665.99,1940
4,1.75,1.0,0,7,1870,47.7366,460000,387011.5902636917,1560
2,1.0,1.0,0,6,620,47.5286,265000,424734.60451977403,620
5,5.0,1.0,2,11,4490,47.3466,740000,294111.27857142856,4544
3,1.0,1.0,0,6,1240,47.7681,230000,462488.8692579505,1760
3,1.75,1.0,0,7,1460,47.3583,315000,367091.48387096776,2110
3,1.75,1.0,0,8,1410,47.7429,432000,682885.9898989899,3410
3,2.5,2.0,0,8,1530,47.569,467000,612642.738317757,1720
5,3.75,1.0,0,7,2800,47.319,255000,286742.81162324647,1700
3,1.75,1.0,2,7,1010,47.5311,316500,319581.3940298507,1850
4,2.0,1.0,0,7,860,47.7659,190000,423736.9058295964,2300
3,2.0,1.5,0,8,1450,47.6726,490000,579109.8082706766,1450
4,1.75,1.0,0,7,1990,47.486,378000,493625.3098290598,1950
6,4.0,3.0,3,9,3230,47.4514,598800,289078.3455882353,3030
5,3.0,1.0,0,7,1220,47.5173,333800,418019.36094674555,2730
4,2.5,2.0,0,9,2920,47.5759,690000,612642.738317757,1810
4,1.75,1.0,0,6,830,47.56,320000,355678.51612903224,2610
4,3.5,1.5,3,9,2410,47.5846,1250000,594706.5422740525,3620
3,1.5,1.0,0,7,1560,47.6918,335000,803990.8194444445,1520
3,2.5,1.0,0,8,3050,47.7034,840000,645244.2264808363,1970
4,2.75,2.0,0,8,3030,47.4481,608250,464322.38976377953,3020
3,2.5,2.0,0,7,2260,47.5922,550000,790734.704735376,2770
3,1.0,1.0,0,7,1260,47.3452,240000,294111.27857142856,1300
3,2.25,2.0,2,9,3370,47.5573,998000,859938.5542168674,2690
3,1.75,1.0,0,8,1490,47.3817,275000,296187.98046875,1740
3,2.5,1.0,0,7,1110,47.3386,284200,281194.8698060942,1930
4,3.75,2.0,0,10,3090,47.6315,1720000,1096239.0074349442,5160
4,3.75,2.0,0,11,3400,47.6338,2400000,899607.6730769231,4600
5,2.5,2.0,0,10,4150,47.6664,930800,677215.034739454,3320
4,3.0,1.0,3,8,1530,47.5854,930000,645628.2261484099,4190
4,1.5,1.0,0,7,1030,47.3034,215000,286742.81162324647,1790
2,1.5,1.0,4,6,1008,47.3853,480000,489382.0170940171,1132
2,1.75,1.0,0,6,840,47.558,483945,618695.1090909091,1730
3,1.75,1.0,0,7,1240,47.6108,347000,685675.8435374149,1370
3,2.0,1.0,0,7,1110,47.3009,232500,286742.81162324647,1900
4,2.25,1.0,0,8,1190,47.4413,390000,353619.07472527475,3070
3,2.25,1.0,0,8,1410,47.6232,550000,617254.0212765958,2930
4,2.5,2.0,0,9,2340,47.5679,590000,612642.738317757,2510
1,1.0,1.0,0,5,960,47.6951,420850,455617.1129032258,1320
4,2.5,1.0,3,7,1390,47.4414,345000,289078.3455882353,2880
3,2.0,1.0,0,8,1970,47.3744,429800,367091.48387096776,1970
4,1.75,1.5,0,7,1530,47.4549,302000,353619.07472527475,1530
4,1.5,1.5,0,8,1790,47.689,800000,585048.7790697674,1200
3,2.5,2.0,0,8,1700,47.2615,250000,334921.0626780627,1940
3,2.0,1.0,0,7,1330,47.6391,605000,792187.8738170346,3120
3,1.75,1.0,0,8,1950,47.3133,412000,311580.33638025593,2450
3,2.0,2.0,0,6,1340,47.4498,252000,304262.1082089552,1290
3,1.0,1.5,0,7,1130,47.5491,375000,418019.36094674555,2280
2,1.75,1.0,0,7,1010,47.6513,725000,585048.7790697674,2300
5,3.5,1.0,1,8,2120,47.4891,471750,420895.47536945814,3410
4,2.25,2.0,0,7,2020,47.483,490000,617053.9660194175,2120
2,1.0,1.0,0,7,800,47.6775,439000,576834.808318264,1330
4,2.0,1.0,0,6,1770,47.4589,355000,464322.38976377953,1010
1,0.75,1.0,0,6,940,47.7182,250000,424815.06315789477,1930
4,2.25,1.0,0,10,2260,47.5637,780000,859938.5542168674,2840
2,1.0,1.0,0,6,890,47.5631,409000,618695.1090909091,1190
2,1.0,1.0,0,6,860,47.6862,420000,576834.808318264,1230
1,0.75,1.0,0,5,680,47.6964,200000,619944.1492281304,1580
2,1.5,1.0,0,7,2130,47.6638,830000,803990.8194444445,2670
3,2.5,2.0,0,9,2390,47.6199,695000,685675.8435374149,2540
4,2.75,2.0,0,10,3488,47.6055,815000,685675.8435374149,3600
3,1.75,1.0,0,7,820,47.3574,210000,311580.33638025593,1700
3,1.75,1.0,2,8,1590,47.7235,635000,676419.3921568628,4230
4,2.5,2.0,0,9,2440,47.5357,562500,420895.47536945814,2590
4,2.5,2.0,0,10,2600,47.3053,402500,286742.81162324647,2820
3,2.0,1.0,0,7,1040,47.6768,555000,619944.1492281304,2960
3,1.0,1.0,0,7,1990,47.7116,310000,521740.0146788991,1320
4,2.5,2.0,0,9,2840,47.7359,500000,424815.06315789477,2500
6,3.0,1.0,0,7,1610,47.7166,430000,469928.76772616134,2240
3,4.25,2.0,0,10,2460,47.6298,1600000,1096239.0074349442,3660
4,1.0,1.5,0,7,1560,47.6711,627500,585048.7790697674,1890
4,2.5,2.0,0,8,2330,47.5001,335000,310612.75572519086,1810
4,2.25,1.0,0,8,1810,47.5566,962000,859938.5542168674,3960
3,1.75,1.0,0,7,1730,47.5318,299000,529629.7824675324,1600
4,2.5,2.0,0,8,3110,47.3781,399950,311580.33638025593,2950
3,1.0,1.0,0,7,1230,47.6829,322000,677215.034739454,1380
2,1.5,1.0,0,7,950,47.6912,430000,585048.7790697674,1440
3,1.75,1.0,0,7,1890,47.4156,307000,311580.33638025593,1500
3,1.5,1.0,0,6,1010,47.4925,194000,310612.75572519086,980
3,1.0,1.0,0,6,1010,47.3043,180000,234284.0351758794,1060
4,2.25,1.0,0,8,1170,47.6211,465000,685675.8435374149,2980
4,2.5,2.0,0,9,2460,47.6125,722500,617254.0212765958,2730
2,1.0,1.0,0,7,1010,47.6711,470450,585048.7790697674,1800
3,2.5,2.0,0,7,1650,47.36,280000,296187.98046875,1750
4,2.0,1.0,0,7,1440,47.3056,176250,234284.0351758794,1030
5,1.0,1.5,0,7,1320,47.5379,560000,424734.60451977403,2270
3,2.5,2.0,3,10,2000,47.739,830000,462488.8692579505,3520
2,1.0,1.0,2,7,1350,47.4967,276900,440232.31363636366,1280
3,1.75,2.0,0,7,1660,47.6296,625000,1096239.0074349442,1660
4,2.5,2.0,0,8,2160,47.6367,1020000,899607.6730769231,2400
1,1.0,1.0,0,6,1090,47.54,463500,418019.36094674555,1830
3,2.5,2.0,0,9,3110,47.4369,485000,353619.07472527475,2650
3,2.0,1.0,0,7,1380,47.3336,272000,281194.8698060942,1600
2,1.0,2.0,0,7,1290,47.6971,305000,677215.034739454,1290
3,2.5,1.0,0,7,1980,47.571,760000,1194873.6382978724,2040
2,1.0,1.0,0,7,870,47.7024,387500,469928.76772616134,1620
4,2.5,2.0,0,8,2470,47.3457,352000,367091.48387096776,2470
3,1.75,1.0,0,8,1490,47.4296,507000,353619.07472527475,2870
3,1.0,1.0,0,6,770,47.4509,156000,289078.3455882353,1560
3,3.25,3.0,0,8,1220,47.6357,580000,899607.6730769231,1820
4,2.5,1.0,0,8,1610,47.5834,630000,790734.704735376,2980
5,1.5,1.0,0,7,1130,47.4882,275000,359496.2604166667,2500
5,4.0,1.0,2,8,1800,47.7022,835000,521740.0146788991,5400
4,2.5,2.0,0,8,2380,47.4356,340000,304262.1082089552,1940
2,1.0,1.0,0,6,720,47.7001,329350,576834.808318264,840
3,3.5,2.0,0,11,4070,47.659,1480000,803990.8194444445,3770
3,1.0,1.0,0,7,1250,47.5956,475000,790734.704735376,3060
3,2.25,3.0,0,8,2190,47.6758,719950,576834.808318264,1510
1,1.0,1.0,0,7,810,47.5188,235000,424734.60451977403,980
3,1.5,1.0,0,8,1320,47.6991,875000,619944.1492281304,3280
4,1.75,1.0,0,7,1740,47.4498,380000,289078.3455882353,1540
3,2.25,1.5,0,7,1480,47.3317,325000,423665.99,1730
4,2.5,2.0,0,9,2120,47.7611,475000,570073.5201465201,3320
1,1.0,1.0,0,6,900,47.2107,152900,316742.3905579399,1290
2,2.0,1.0,0,6,1190,47.5113,210000,359496.2604166667,1190
4,1.0,1.0,0,6,750,47.5518,350000,551768.5209125475,1710
3,2.5,2.0,0,8,2100,47.4754,505000,493625.3098290598,2080
4,2.25,1.0,0,7,1380,47.7262,464900,521740.0146788991,2670
3,2.0,1.0,0,8,1790,47.5767,650000,618695.1090909091,2320
2,2.75,2.0,0,8,1080,47.7053,369950,387011.5902636917,1660
3,2.5,2.0,0,7,1530,47.5434,250000,355678.51612903224,1540
3,2.5,2.0,0,7,1530,47.5434,320000,355678.51612903224,1540
4,4.25,1.0,3,10,3420,47.6702,2530000,863228.9432314411,5580
4,2.25,2.0,0,7,2530,47.3939,340000,300340.40293040295,2650
2,1.5,1.5,0,5,1010,47.6757,440000,579109.8082706766,1760
3,1.0,1.0,0,7,1200,47.2021,219950,316742.3905579399,1300
4,3.0,1.0,0,9,2720,47.5833,940000,1194873.6382978724,2640
4,1.5,1.5,0,6,1110,47.5352,399950,424734.60451977403,1730
3,2.75,1.0,0,9,2340,47.632,1570000,1096239.0074349442,3480
4,1.75,1.0,0,7,1460,47.7097,528000,521740.0146788991,2300
4,1.75,1.0,0,8,1560,47.7021,545000,521740.0146788991,2690
2,2.0,1.0,0,8,1680,47.7136,575000,677215.034739454,1900
4,2.75,1.0,0,8,1250,47.3074,235000,286742.81162324647,2590
3,2.5,2.0,0,8,1790,47.3291,272000,334921.0626780627,1850
4,1.75,1.0,0,8,1720,47.4764,380000,493625.3098290598,1660
3,1.0,1.5,0,7,1280,47.7512,195000,423736.9058295964,1280
3,2.5,2.0,0,7,1690,47.3561,297000,367091.48387096776,1830
4,2.5,2.0,0,8,2190,47.2923,349000,286742.81162324647,2240
2,1.0,1.0,2,6,710,47.5376,320000,424734.60451977403,1610
4,1.5,1.0,0,7,1890,47.428,319990,284908.5964912281,1610
2,2.0,1.5,0,8,1410,47.5242,439900,586120.875,1410
3,3.25,2.0,0,8,1820,47.7031,429000,469928.76772616134,2400
3,2.0,1.0,0,7,1540,47.3539,272500,367091.48387096776,2070
4,2.0,1.0,0,7,1350,47.7287,400000,469928.76772616134,1050
5,2.0,1.5,0,7,1380,47.6647,462000,585048.7790697674,1830
2,1.0,1.0,0,7,890,47.6823,510000,619944.1492281304,1450
3,2.5,2.0,0,8,1900,47.6075,550000,617254.0212765958,1880
3,1.0,1.0,0,6,1240,47.3701,150000,311580.33638025593,870
3,2.5,1.0,0,7,1210,47.7187,460000,521740.0146788991,2390
4,2.5,2.0,0,10,2090,47.6304,632500,685675.8435374149,2660
3,1.75,1.0,0,7,1650,47.7567,361000,682885.9898989899,1340
3,2.25,2.0,0,8,1030,47.6799,437000,576834.808318264,1400
6,2.75,1.0,0,6,2160,47.3054,370000,234284.0351758794,2310
4,2.5,2.0,0,10,3840,47.5953,884250,790734.704735376,3560
3,1.0,1.0,0,6,1200,47.3609,225000,367091.48387096776,1200
2,1.0,1.0,0,6,870,47.5186,235000,424734.60451977403,820
6,3.5,2.0,4,9,2220,47.54,767500,551768.5209125475,2170
3,1.75,1.5,4,6,1560,47.5779,1200000,1194873.6382978724,2890
3,2.5,2.0,0,9,2410,47.6789,715000,677215.034739454,3370
4,2.25,1.0,0,7,1380,47.7137,417000,469928.76772616134,2930
3,1.0,1.0,0,7,1390,47.4225,199000,311580.33638025593,1030
5,2.5,2.0,0,8,2320,47.6265,875000,1096239.0074349442,3570
4,1.5,1.5,0,7,1370,47.6849,545000,576834.808318264,2030
2,1.0,1.0,0,6,950,47.4909,192500,240328.3717472119,1820
3,2.5,2.0,0,10,3090,47.6868,822500,645244.2264808363,3140
4,2.5,1.0,0,9,1590,47.5801,800000,1194873.6382978724,2700
3,2.5,2.0,0,9,2070,47.6256,1250000,1096239.0074349442,3300
4,4.25,2.0,4,11,5770,47.585,3850000,1194873.6382978724,4620
3,2.5,2.0,0,7,1460,47.3673,295000,367091.48387096776,1830
2,1.75,1.0,0,8,1510,47.7191,419000,677215.034739454,1350
5,3.25,1.0,0,11,2610,47.555,1200000,859938.5542168674,6620
4,2.75,2.0,0,11,3430,47.5879,750000,790734.704735376,3250
4,1.5,1.0,0,7,1700,47.7677,502000,676419.3921568628,1750
3,1.75,1.0,3,9,1320,47.5826,1030000,1194873.6382978724,4060
3,1.0,1.5,0,6,1200,47.7163,398500,469928.76772616134,1120
2,1.5,1.5,2,7,1850,47.5742,700000,424734.60451977403,1850
5,1.5,1.0,0,7,1510,47.4852,248000,240328.3717472119,1480
4,2.0,1.0,0,7,1070,47.6545,800000,585048.7790697674,3050
4,2.5,2.0,0,9,2640,47.315,383000,334921.0626780627,1650
4,3.0,1.5,3,8,1970,47.5744,688000,594706.5422740525,2930
3,2.0,1.0,0,7,1060,47.7029,521000,469928.76772616134,2680
2,1.0,1.0,0,7,990,47.72,365000,469928.76772616134,1230
3,2.0,1.0,0,7,1605,47.6039,491000,634558.1448275862,2150
3,2.75,1.0,0,8,1400,47.626,643000,645628.2261484099,2410
3,2.5,1.0,0,7,1060,47.3025,279000,286742.81162324647,1830
4,1.0,1.5,0,7,1530,47.6748,583500,579109.8082706766,1300
3,2.5,2.0,0,7,1990,47.3841,310000,367091.48387096776,1790
3,1.75,1.0,0,7,1100,47.4892,310000,420895.47536945814,2130
3,1.0,1.0,0,6,1400,47.4195,280000,302896.7392857143,1260
4,2.5,2.0,0,7,1870,47.4334,272000,353619.07472527475,2390
4,3.0,1.5,0,9,2680,47.6093,870000,685675.8435374149,3880
3,2.0,1.0,0,7,1390,47.4643,307000,353619.07472527475,2190
2,1.5,1.0,0,7,920,47.5831,490000,618695.1090909091,2570
3,2.0,1.0,0,7,1170,47.7447,399950,423736.9058295964,2560
5,3.5,1.0,0,10,2110,47.6003,1640000,1356523.9905362776,5560
5,4.5,2.0,0,11,4030,47.5812,989000,790734.704735376,3860
4,1.75,1.0,0,7,1050,47.3646,264950,311580.33638025593,2130
4,2.75,1.0,0,8,1400,47.7267,491500,521740.0146788991,2600
3,2.25,2.0,0,7,2120,47.4745,345000,493625.3098290598,2070
4,1.75,1.0,0,8,2020,47.2969,339900,334921.0626780627,2780
3,3.0,2.0,0,7,1860,47.6288,852000,899607.6730769231,2290
5,3.5,1.0,3,7,1690,47.5833,585000,790734.704735376,3920
4,2.0,1.0,0,8,1640,47.5509,723000,859938.5542168674,3550
3,2.25,2.0,0,8,2080,47.7221,594000,570073.5201465201,3730
2,1.5,2.0,0,7,1370,47.6943,405000,803990.8194444445,1380
4,2.5,2.0,0,9,2790,47.6628,725500,677215.034739454,2790
2,1.0,1.0,0,8,1740,47.6729,800000,585048.7790697674,1980
3,3.75,1.0,2,10,3810,47.7313,1330000,676419.3921568628,6020
3,2.5,2.0,0,7,1800,47.3643,180500,296187.98046875,1770
3,2.5,2.0,0,7,1800,47.3643,325000,296187.98046875,1770
3,1.75,1.0,0,7,1190,47.3151,235000,334921.0626780627,1250
2,1.0,1.0,0,7,860,47.5075,330000,359496.2604166667,1310
3,2.0,1.0,2,8,1370,47.5215,678500,551768.5209125475,3240
4,2.5,2.0,0,7,1980,47.7158,463000,521740.0146788991,1980
2,1.0,1.0,0,6,670,47.53,250000,319581.3940298507,870
3,2.0,1.5,0,8,1410,47.5597,655000,418019.36094674555,1820
4,2.25,1.0,0,8,1120,47.3127,239900,286742.81162324647,2730
3,1.0,1.0,0,7,980,47.3496,185000,281194.8698060942,1780
4,2.25,2.0,3,9,2080,47.6565,1740000,863228.9432314411,3830
3,2.25,1.0,0,7,1240,47.4997,251700,310612.75572519086,2380
4,2.0,1.0,0,8,1320,47.7565,400000,676419.3921568628,2110
4,1.75,1.0,0,8,1340,47.6079,735000,1356523.9905362776,2820
5,2.0,2.0,4,8,2500,47.5883,1700000,645628.2261484099,1880
2,1.0,1.0,0,5,520,47.4799,82500,240328.3717472119,1572
4,4.0,2.0,0,10,3010,47.5833,765000,790734.704735376,3490
4,1.75,1.0,0,7,1420,47.3096,292500,286742.81162324647,2760
