bedrooms,bathrooms,floors,waterfront,view,grade,sqft_above,lat,price,sqft_total
3,1.0,1.0,0,0,7,1300,47.282,219950,1420
3,1.5,2.0,0,0,7,1930,47.6923,702500,1750
3,1.5,1.0,0,0,8,1780,47.335,285000,2460
2,2.25,3.0,0,0,8,2160,47.6607,798750,1800
2,1.0,1.0,0,2,7,950,47.57,320000,1620
3,1.75,1.5,0,0,8,1680,47.5272,425000,1920
4,2.5,2.0,0,0,9,2290,47.7385,540000,2570
4,5.25,2.0,0,2,11,4140,47.5871,1060000,4440
4,3.75,3.0,0,0,8,3920,47.6805,1170000,2040
3,1.75,1.0,0,0,7,1500,47.5866,576000,2020
3,1.75,1.0,0,0,7,1140,47.6977,525000,2280
4,2.5,2.0,0,0,7,2641,47.4038,324950,2641
3,2.5,2.0,0,0,9,3930,47.7634,600000,3760
3,2.5,1.0,0,0,8,1520,47.5231,464000,2685
4,2.25,2.0,0,0,8,1995,47.2986,266000,1880
3,2.5,2.0,0,0,10,3010,47.6442,775000,3240
3,1.75,1.0,0,0,7,1270,47.5362,415000,1220
4,2.75,2.0,0,3,9,3080,47.4522,550000,3080
3,2.25,2.0,0,0,7,1670,47.1949,235000,1670
3,2.0,1.0,0,0,7,1470,47.3878,280000,1530
3,1.75,1.0,0,0,7,1260,47.7211,459000,2270
3,1.0,1.0,0,0,7,1070,47.3189,195000,1240
3,1.5,1.0,0,0,7,1080,47.3117,235000,2080
4,2.25,1.0,0,0,8,2410,47.5706,711800,2720
3,2.5,3.0,0,0,7,1040,47.6673,440000,1290
2,1.0,1.0,0,0,7,970,47.6609,515000,1060
5,2.75,1.5,0,0,8,2910,47.6552,1200000,2940
3,1.75,1.5,0,0,8,2340,47.5432,560000,1970
3,1.75,1.0,0,0,7,1330,47.3295,340000,2420
2,1.0,1.5,0,0,6,970,47.6453,600000,2024
4,2.5,2.0,0,0,9,2790,47.6223,764000,2780
4,2.0,1.0,0,0,8,1590,47.7408,337000,2090
6,2.75,1.0,0,4,10,2850,47.5601,1390000,6540
4,1.0,1.0,0,0,6,1060,47.5317,249000,1720
3,3.0,1.0,0,0,8,2360,47.4121,350000,3930
3,2.25,1.0,0,0,7,1150,47.3484,269950,1870
3,1.75,1.0,0,0,7,1880,47.5913,735000,2730
4,2.5,2.0,0,0,8,2070,47.659,1300000,3560
4,2.25,2.0,0,0,8,2110,47.7331,475000,2110
3,2.0,1.5,0,0,9,2350,47.3043,339000,2430
4,3.5,1.0,0,2,8,1660,47.7437,600000,4400
4,1.75,1.0,0,0,7,1320,47.5215,397500,1840
4,3.5,2.0,0,0,11,5990,47.667,1530000,4690
3,2.0,2.0,0,0,7,1760,47.6534,460000,2010
4,2.75,1.0,0,0,7,1120,47.74,370000,2290
4,1.0,1.5,0,0,6,1550,47.5184,250000,1370
4,3.75,2.0,0,0,11,5070,47.6567,1100000,4920
2,2.25,2.0,0,0,8,1040,47.6037,430000,1560
3,1.5,1.5,0,0,8,1660,47.6384,1090000,3460
3,1.75,1.0,0,0,8,1850,47.7241,670000,1600
3,1.5,1.0,0,0,7,1790,47.5362,461550,2480
3,2.5,2.0,0,0,8,1390,47.5525,479990,2310
4,2.5,2.0,0,0,8,2518,47.5894,643000,2280
3,2.75,2.0,0,0,8,2040,47.6796,607000,2660
3,2.5,1.0,0,0,9,2600,47.6223,625000,2440
3,2.5,1.0,0,0,8,1160,47.5245,731100,2890
3,2.5,2.0,0,3,8,2920,47.3809,859000,3150
4,2.5,2.0,0,0,8,2130,47.4381,435000,2220
3,3.0,1.0,0,0,8,1420,47.3558,465000,2760
3,1.0,1.5,0,0,7,1230,47.6947,740000,1250
3,1.75,1.0,0,0,9,2020,47.5383,740000,3050
3,2.0,1.0,0,0,7,990,47.3742,250000,1870
2,2.5,3.0,0,0,7,1820,47.6757,656000,2630
4,2.5,2.0,0,0,8,1910,47.3891,300000,1910
3,1.5,1.0,0,0,7,1780,47.7631,643000,2740
4,2.5,2.0,0,0,7,2690,47.3343,311000,2300
3,1.75,1.0,0,0,7,1330,47.7322,360000,1480
4,2.5,1.0,0,0,8,1700,47.7387,475000,2990
3,3.25,3.0,0,0,8,1760,47.7201,469950,1520
3,1.75,1.0,0,0,7,1570,47.4425,240000,1890
2,1.0,1.0,0,0,6,810,47.494,232000,1110
3,2.0,1.0,0,0,7,1680,47.3248,350000,2480
2,1.0,1.5,0,0,7,1440,47.7223,803000,1980
3,2.25,1.0,0,0,8,1600,47.4427,355000,2340
4,2.0,1.0,0,2,7,840,47.6526,475000,2390
3,2.5,2.0,0,0,9,2560,47.5497,823000,2710
2,1.5,1.0,0,0,7,1010,47.6897,395000,1160
4,3.75,2.0,0,0,7,1900,47.7326,499000,2060
2,1.75,1.0,0,0,7,800,47.6132,420000,1730
3,2.5,2.0,0,0,10,3910,47.6374,961500,2280
4,1.75,1.0,0,0,9,2260,47.5976,833000,2430
3,2.25,2.0,0,0,8,2110,47.742,479000,1860
4,2.5,2.0,0,0,10,3340,47.6515,1150000,1770
3,1.0,1.5,0,0,6,1400,47.7124,267000,1420
4,1.75,1.5,0,0,7,1760,47.5882,555000,3030
3,2.5,2.0,0,0,8,2010,47.568,490000,1850
4,2.0,1.5,0,0,8,1550,47.678,619000,2420
5,2.75,1.0,0,0,7,1600,47.7719,569950,3820
3,2.0,2.0,0,0,7,1340,47.6857,549000,1120
3,1.75,1.5,0,0,7,1560,47.6868,422500,2220
4,3.5,1.0,0,1,7,2140,47.3978,400000,3790
4,2.75,2.0,0,0,9,3710,47.5352,692500,2950
4,2.5,2.0,0,0,8,2430,47.3779,310000,2890
3,1.75,1.0,0,2,8,1630,47.4972,499900,3190
3,2.25,2.0,0,0,8,2100,47.647,492000,2050
2,2.5,1.0,0,0,9,1880,47.5614,460000,1930
3,2.5,2.0,0,0,8,1630,47.6452,800000,1630
4,1.0,1.5,0,0,7,1640,47.6601,832600,1730
4,2.75,1.0,0,0,8,1670,47.7505,470000,3240
2,2.0,1.0,0,0,8,1930,47.7104,542000,1670
4,4.5,2.0,0,2,10,3600,47.5332,1310000,4750
4,2.5,1.0,0,3,7,1650,47.4125,308130,2950
2,1.0,1.0,0,0,7,1050,47.5471,310000,1240
2,1.0,1.0,0,0,6,1500,47.5027,235000,1130
3,1.0,1.0,0,0,6,1150,47.4613,215000,1230
4,1.5,1.0,0,0,7,1370,47.2987,210000,2100
4,2.75,2.0,0,0,10,3660,47.6813,730000,3090
3,1.75,1.0,0,0,7,1140,47.3177,245000,1910
3,2.25,1.0,0,4,8,1470,47.4544,540000,3040
4,2.5,2.0,0,0,8,2400,47.2606,299000,2406
3,2.5,2.0,0,0,10,2540,47.6037,510000,3190
4,1.75,1.0,0,0,7,1050,47.3385,198000,2530
5,3.25,2.0,0,0,10,3400,47.6141,950000,2650
4,1.75,2.0,0,0,8,2200,47.3131,300000,1910
5,1.75,1.0,0,0,7,1200,47.6625,528000,2540
5,3.25,2.0,0,2,9,3030,47.3324,507000,3460
4,3.25,2.0,0,0,9,3060,47.5362,770000,4060
3,1.75,1.0,0,0,7,1340,47.4182,255000,1370
1,1.5,1.5,0,0,8,1100,47.3829,220000,1400
5,2.75,2.0,0,0,9,2870,47.5405,690700,2800
2,1.0,1.0,0,0,7,1320,47.705,447000,1290
6,2.0,1.0,0,0,7,1270,47.6514,755000,2620
4,1.5,1.5,0,0,7,1480,47.6365,700000,3130
4,2.75,1.0,0,0,7,1000,47.369,250000,2790
3,2.5,2.0,0,0,7,2130,47.3655,320000,1670
4,2.5,2.0,0,0,9,2240,47.5276,565000,2410
5,2.75,2.0,0,0,7,1680,47.6648,754300,1850
3,1.5,1.0,0,2,8,1400,47.7241,650000,3770
4,2.5,2.0,0,0,8,3140,47.4866,529888,3140
3,2.5,2.0,0,0,8,1920,47.7633,432000,1830
3,1.0,1.5,0,0,7,1050,47.2046,235000,1220
4,3.5,2.0,0,0,9,3695,47.683,994900,4160
4,2.5,2.0,0,0,9,2710,47.3766,489000,3850
4,2.75,2.0,0,0,8,3010,47.7068,800000,3000
4,1.5,1.0,0,0,7,900,47.7237,370000,1980
4,2.75,1.0,0,0,8,1240,47.7149,436000,2720
3,2.5,2.0,0,0,7,2250,47.4787,395000,2250
5,1.75,1.0,0,0,7,1320,47.7621,377691,2920
5,3.0,2.0,0,3,7,2220,47.543,370000,2340
3,2.5,1.0,0,0,8,1440,47.5688,515000,1900
3,1.0,1.0,0,0,7,910,47.3405,169000,1020
3,1.0,1.0,0,0,7,1270,47.6848,475000,1310
3,2.5,2.0,0,0,9,2480,47.4044,420000,2870
6,2.75,2.0,0,0,9,2510,47.6695,1300000,1660
3,2.0,2.0,0,0,9,1840,47.5632,822000,3500
4,2.75,1.0,0,0,9,2310,47.6264,1500000,4430
3,2.25,1.0,0,0,8,1180,47.6176,485000,2010
4,1.0,1.0,0,0,7,1200,47.4406,270000,2140
6,2.5,1.0,0,0,8,1390,47.4608,300000,3470
4,2.5,2.0,0,0,9,3810,47.5925,878000,3290
3,2.5,2.0,0,0,9,2290,47.5441,590000,2290
1,2.25,2.0,0,2,8,1220,47.6703,611900,3150
3,1.75,1.0,0,0,7,1100,47.3124,240000,1430
4,2.5,2.0,0,0,8,2810,47.3249,395000,1680
3,1.0,1.0,0,0,6,890,47.4971,169000,1100
3,2.0,1.0,0,0,7,1280,47.4129,200500,1800
3,2.5,2.0,0,0,8,2320,47.275,308000,2360
3,2.25,2.0,0,0,8,1720,47.3136,290256,2340
3,1.75,1.0,0,0,7,1040,47.4483,279950,2020
3,1.75,1.0,0,0,7,1580,47.1958,195000,1560
3,1.0,1.0,0,0,6,1360,47.3359,630000,1890
4,3.0,2.0,0,2,8,2680,47.6109,1160000,4480
3,2.25,2.0,0,0,8,1640,47.5689,478000,1780
3,2.25,2.0,0,2,8,1700,47.5705,835000,2810
3,2.25,2.0,0,0,9,1400,47.695,639000,1500
4,2.75,2.0,0,0,9,2300,47.6218,623000,2240
3,1.75,1.0,0,0,7,1260,47.5081,220000,2640
3,2.25,1.0,0,0,8,1250,47.5443,526000,2810
2,1.0,1.0,0,0,6,900,47.542,243500,1420
4,2.5,2.0,0,0,9,2890,47.5445,750000,3070
4,2.0,1.0,0,0,7,1850,47.5009,329000,1730
4,1.0,1.5,0,0,7,1570,47.6275,525000,1610
2,1.0,1.0,0,0,6,670,47.5546,190000,1660
4,2.5,1.0,0,0,7,2660,47.5894,772650,2640
3,2.5,2.0,0,0,8,2110,47.3875,355000,2110
3,1.75,1.0,0,0,8,1570,47.5936,650000,2860
3,2.75,1.5,0,2,7,1210,47.6798,678500,1630
4,2.5,2.0,0,0,9,2670,47.6327,669950,2430
3,2.25,1.0,0,0,10,3000,47.7274,850000,2980
3,2.75,2.0,0,0,8,2200,47.6171,572000,2710
3,1.75,1.0,0,0,8,1200,47.6231,492450,1960
3,1.75,1.0,0,0,8,2080,47.5872,813000,2240
3,2.0,1.0,0,0,8,1780,47.5796,710000,1900
3,1.5,2.0,0,0,8,1330,47.6423,792500,2720
5,1.5,1.5,0,0,7,1690,47.3859,285900,1690
3,2.0,1.0,0,0,7,1250,47.3733,389000,2360
3,2.25,2.0,0,2,8,1490,47.5543,675000,2520
2,0.75,1.0,0,0,4,760,47.4703,352000,1100
4,3.25,2.0,0,0,11,4020,47.5217,1050000,3190
4,1.75,1.0,0,0,8,1820,47.6069,768500,4210
4,2.0,1.0,0,0,7,1230,47.7109,500000,2350
3,2.5,1.0,0,0,7,1460,47.5895,685000,2200
4,2.75,1.0,0,0,8,1200,47.6406,648475,2770
6,5.0,2.0,0,0,7,2850,47.6813,655000,1870
4,2.75,2.0,0,0,8,1730,47.6727,895000,2440
3,1.0,1.0,0,0,7,960,47.2949,195000,1660
4,2.5,2.0,0,0,9,2720,47.3028,368000,2570
4,3.5,2.0,0,0,11,3430,47.5196,997000,3880
3,2.75,1.0,0,0,7,1340,47.7434,335000,2400
3,2.0,1.0,0,0,7,1170,47.3333,250000,1410
3,1.75,1.0,0,0,8,1390,47.2015,278500,1770
4,1.5,2.0,0,0,7,1540,47.3317,260000,1580
2,1.0,1.0,0,0,6,760,47.5469,162500,900
4,1.0,1.0,0,0,6,1280,47.4989,239000,1310
4,2.5,2.0,0,0,8,2990,47.5773,600000,3140
4,2.25,2.0,0,0,7,1770,47.4192,350000,1770
5,3.75,2.0,0,0,10,3830,47.5837,852500,3570
3,2.5,2.0,0,0,9,2870,47.4471,485000,3040
3,1.0,1.0,0,0,6,1520,47.7699,299000,1500
2,1.0,1.0,0,0,5,660,47.4938,227450,970
3,1.0,1.0,0,0,7,1200,47.525,383000,2050
2,3.25,1.0,0,0,9,2370,47.5448,835000,4390
5,1.5,1.5,0,0,8,1920,47.621,760000,2330
2,1.0,1.0,0,0,7,820,47.6842,532500,1490
3,2.5,1.0,0,0,8,1950,47.6306,635000,4280
3,2.0,1.0,0,0,7,770,47.5772,438500,2040
3,2.5,1.5,0,0,7,1360,47.5591,545500,1870
3,1.75,1.0,0,0,7,1660,47.6503,675000,2090
3,1.75,1.0,0,0,6,760,47.6825,450000,1910
3,1.0,1.0,0,0,5,960,47.3091,199999,1330
3,1.5,1.0,0,0,7,1630,47.7104,375000,1630
4,2.25,2.0,0,0,8,2260,47.7713,600000,2470
3,1.5,1.0,0,0,7,1520,47.4991,292600,1450
5,2.75,1.0,0,0,8,1650,47.5709,1040000,4320
3,1.0,1.0,0,0,8,1000,47.6629,610000,2240
4,2.5,2.0,0,0,8,2650,47.3693,397450,2510
3,2.25,1.0,0,0,8,1270,47.7739,382000,2650
3,2.25,1.0,0,0,8,1270,47.7724,370000,2680
3,2.25,1.0,0,0,8,1270,47.7724,520000,2680
2,1.0,1.0,0,0,6,770,47.766,260000,990
4,2.5,2.0,0,0,8,3370,47.7698,890000,1880
5,2.0,1.0,0,0,7,1440,47.7403,344000,3000
3,1.0,1.0,0,0,7,1050,47.4038,205000,1340
5,2.5,1.0,0,0,8,2803,47.3032,379000,1810
3,2.0,2.0,0,0,8,2080,47.7035,424240,2230
3,2.0,2.0,0,0,8,2080,47.7035,589950,2230
4,1.75,1.0,0,1,7,1190,47.6964,582000,3000
3,2.5,2.0,0,0,9,2550,47.3081,349000,2410
3,1.0,1.0,0,0,7,1290,47.6835,658000,1930
5,2.75,1.5,0,0,7,1060,47.5655,294000,2130
5,3.5,2.0,0,0,8,1860,47.6931,690000,3290
3,1.0,1.5,0,2,7,1040,47.6754,600000,1440
3,1.0,1.0,0,0,6,840,47.3685,199990,870
3,1.75,1.0,0,0,7,1650,47.4331,220000,1400
4,2.25,1.0,0,0,8,1460,47.7225,440000,2580
4,2.5,2.0,0,0,8,1540,47.5526,439990,1540
4,2.5,2.0,0,0,10,3880,47.5841,815000,3280
4,2.25,2.0,0,0,8,1860,47.5699,535000,1860
3,1.75,1.0,0,0,7,1280,47.2823,215000,1670
3,2.5,1.5,0,0,8,2100,47.4651,605000,3790
3,2.5,2.0,0,0,8,2200,47.4624,349900,2190
3,1.0,1.0,0,0,7,1070,47.6942,495000,2270
3,2.5,2.0,0,0,8,2074,47.7327,515100,1840
4,2.5,2.0,0,0,9,2450,47.6323,620000,2730
4,2.25,2.0,0,0,9,2520,47.6377,657500,2848
5,1.75,1.0,0,2,7,1190,47.4887,250000,3570
5,1.75,1.0,0,2,7,1190,47.4887,385000,3570
3,1.5,1.0,0,0,7,2320,47.7413,307000,1480
3,2.5,1.0,0,0,7,1090,47.3717,288000,1750
3,1.75,1.5,0,0,6,1730,47.3774,226450,860
3,2.5,1.0,0,0,7,1110,47.7255,390000,2390
3,1.0,1.0,0,0,6,1300,47.5028,350000,1380
3,1.5,1.0,0,0,7,1060,47.7312,368000,2320
2,1.0,1.0,0,0,6,730,47.6688,469000,2440
3,2.25,2.0,0,0,9,2670,47.7601,865000,3080
5,2.5,1.5,0,0,8,3810,47.4521,515000,2470
3,1.75,1.0,0,0,7,1440,47.7296,410000,1460
4,1.0,1.0,0,0,5,1200,47.3375,210000,1400
3,1.75,1.0,0,0,7,820,47.7226,460000,2120
4,2.5,1.0,0,0,8,1830,47.3137,241500,3170
4,2.25,2.0,0,0,8,2010,47.3734,322200,1950
4,1.0,1.5,0,2,7,1210,47.5026,279000,1470
2,1.0,1.0,0,0,6,1100,47.4471,303000,1746
3,1.5,1.0,0,0,6,800,47.6578,420000,1780
3,1.75,1.0,0,0,7,1380,47.451,249000,2790
3,1.0,1.0,0,0,6,1240,47.7277,294950,1250
4,3.5,2.0,0,0,10,2560,47.6718,1320000,2760
3,1.75,1.0,0,0,7,1270,47.693,335000,1490
4,2.25,1.5,0,2,10,2020,47.6426,1160000,3720
2,1.0,1.5,0,0,7,1250,47.685,520000,1430
4,1.75,1.0,0,0,8,1740,47.6232,560000,2180
4,1.5,2.0,0,0,7,1730,47.3782,243400,1370
3,2.0,1.0,0,0,7,1240,47.6614,405000,1350
2,1.0,1.5,0,0,7,1670,47.7001,495000,1800
4,2.5,2.0,0,0,8,2140,47.3528,350000,1600
5,2.75,1.0,0,0,7,1520,47.4683,368500,3410
2,1.0,1.0,0,0,6,960,47.4698,99000,1260
4,3.75,2.0,0,0,11,4130,47.5194,1070000,3690
4,1.75,1.0,0,0,8,1710,47.7721,430000,1940
3,1.5,1.0,0,0,7,1490,47.6571,412500,1490
4,3.25,2.0,0,0,11,4750,47.7149,1120000,3300
4,2.5,2.0,0,0,11,3400,47.7168,915000,2880
3,2.5,2.0,0,0,8,2210,47.6938,535000,1920
3,1.5,1.0,0,0,8,1130,47.7471,390000,1920
3,1.5,1.0,0,0,7,780,47.6693,499000,2020
3,1.0,1.0,0,0,7,1260,47.7641,375000,2550
4,2.5,2.0,0,0,8,1800,47.4346,349000,1800
3,2.25,1.0,0,0,7,1240,47.6004,635000,3040
4,2.75,2.0,0,0,9,2820,47.6,682000,2820
4,2.25,1.0,0,0,8,1920,47.3186,321027,3220
2,1.0,1.0,0,0,5,720,47.303,150000,940
3,1.75,1.0,0,0,7,1110,47.726,410000,1950
3,2.0,2.0,0,0,7,1560,47.6892,449950,1900
6,2.5,1.0,0,0,6,1060,47.5335,194990,1800
4,1.75,1.0,0,0,7,1210,47.7396,475000,2910
5,1.75,2.0,0,0,7,1570,47.6677,530000,1610
4,2.5,2.0,0,0,8,2038,47.3296,319950,2634
3,2.25,1.0,0,0,7,1220,47.2979,210000,2190
3,2.75,1.5,0,0,7,1670,47.6551,485000,1370
4,2.75,2.0,0,0,9,2830,47.5903,774000,3490
4,2.0,1.0,0,0,7,1210,47.6052,478000,2100
4,2.5,2.0,0,0,7,1620,47.5132,385000,1590
4,2.5,2.0,0,0,9,2360,47.774,595000,2750
3,1.5,1.0,0,0,7,1170,47.7766,285000,2540
4,2.5,2.0,0,0,9,2700,47.5521,723000,2260
3,1.5,1.0,0,0,7,1240,47.419,279000,2400
3,1.5,1.0,0,0,6,1430,47.4518,195000,1150
2,1.0,1.0,0,0,8,1170,47.6364,625000,2140
3,1.75,2.0,0,0,8,1800,47.7762,270000,2100
2,2.0,1.0,0,0,8,1930,47.7191,559000,1640
4,2.25,1.0,0,0,8,1330,47.7434,474000,2170
4,2.5,2.0,0,0,8,1920,47.3526,303500,1860
3,1.75,1.0,0,0,6,1470,47.7524,350000,1470
5,3.0,1.0,0,0,7,1680,47.7372,367500,2890
5,3.0,1.0,0,0,7,1680,47.7372,595000,2890
3,2.0,1.0,0,0,8,2360,47.5595,589000,2660
3,1.75,1.0,0,0,7,1790,47.732,585000,3270
3,2.25,1.0,0,0,8,1370,47.7462,482975,3580
4,2.5,2.0,0,0,8,2030,47.4511,365500,2030
4,2.0,1.0,0,0,8,1790,47.6266,570000,2150
3,2.5,2.0,0,0,8,2260,47.3203,335000,2390
4,2.0,1.5,0,0,7,1450,47.6681,767500,2540
3,2.5,2.0,0,0,8,1150,47.5518,386591,2230
3,1.0,1.5,0,0,7,1320,47.5288,279000,1010
4,2.5,2.0,0,0,9,2690,47.6612,620000,2840
4,2.25,1.0,0,1,7,1710,47.395,407000,2960
3,2.5,2.0,0,0,8,2280,47.4213,364250,2380
4,2.5,2.0,0,0,8,2540,47.4522,399000,2920
3,2.5,1.5,0,0,10,3030,47.743,766950,3360
4,2.75,2.0,0,0,9,2940,47.5529,710000,2410
3,1.0,1.0,0,0,6,1190,47.5513,320000,1360
3,2.5,2.0,0,0,7,1800,47.5401,300000,1800
3,1.75,1.0,0,0,8,1180,47.3538,263000,2020
3,2.5,2.0,0,0,8,1730,47.5683,445000,1730
3,2.0,1.0,0,0,7,1910,47.6037,554000,2040
2,1.75,1.0,0,0,6,940,47.6787,335000,1960
4,2.75,1.0,0,0,7,1260,47.4038,307000,3190
3,1.0,1.0,0,0,7,970,47.7164,404000,1790
4,3.5,2.0,0,0,9,3080,47.5992,775000,2980
3,1.0,1.0,0,2,7,1060,47.201,220000,1300
4,2.5,2.0,0,0,8,2160,47.7438,518000,2840
4,3.5,2.0,0,0,10,4060,47.6634,1600000,2410
1,2.25,2.0,0,0,7,1100,47.7313,315000,2420
4,2.5,2.0,0,0,8,2250,47.7111,572650,2110
2,1.0,1.0,0,0,6,850,47.7119,350000,3230
2,1.0,1.0,0,0,6,920,47.5441,285000,1640
3,2.5,2.0,0,0,7,1370,47.3767,231000,1720
3,1.0,1.0,0,0,6,920,47.3603,179000,920
3,1.5,1.0,0,0,7,1360,47.3799,244000,1890
3,1.5,1.0,0,0,7,1630,47.4455,185850,1700
6,2.5,2.0,0,0,8,3210,47.7692,610000,2610
4,2.5,2.0,0,0,9,3010,47.3542,419000,3010
3,1.75,1.0,0,2,8,1420,47.6449,779000,3440
5,3.0,1.0,0,0,7,1870,47.6708,695000,3390
3,2.5,2.0,0,2,8,2040,47.2618,319900,1960
3,2.75,1.0,0,0,8,1320,47.3213,329000,2640
3,2.5,2.0,0,0,8,2120,47.75,475226,2000
3,2.5,2.0,0,0,9,2170,47.5453,638000,2170
2,1.5,1.0,0,0,7,900,47.6359,440000,2040
3,2.0,1.0,0,0,6,800,47.4963,214000,2360
3,2.75,2.0,0,3,10,2210,47.3244,600000,5360
4,2.0,2.0,0,0,9,1850,47.6245,935000,3320
4,1.75,1.5,0,2,8,1670,47.7078,630000,2990
3,2.5,2.0,0,0,7,2120,47.681,575000,1690
3,2.5,1.5,0,0,8,1410,47.3259,345000,2240
4,1.75,1.0,0,0,7,1310,47.7559,323000,2280
3,2.5,1.0,0,0,10,2670,47.3683,425000,1960
2,2.25,1.0,0,0,7,1010,47.4206,411000,2950
4,1.5,1.0,0,0,6,1530,47.6492,299800,1520
6,1.75,2.5,0,0,9,2780,47.6024,823000,2160
3,1.0,1.0,0,0,7,1010,47.735,200000,1110
4,1.75,1.0,0,2,9,1630,47.5564,760000,3970
4,2.5,2.0,0,0,7,1820,47.735,359950,1820
4,2.5,1.0,0,0,7,1470,47.4888,375000,2320
2,1.75,1.0,0,0,7,1100,47.4633,295000,3690
4,3.0,2.0,0,0,8,1570,47.3703,250000,2230
3,2.25,3.0,0,0,8,1450,47.6765,497000,1450
4,2.5,2.0,0,0,8,2280,47.7471,520000,2180
4,3.5,2.0,0,0,8,2100,47.4612,365000,2900
3,2.25,1.0,0,0,8,1460,47.7229,459900,2720
3,2.0,1.0,0,0,7,940,47.5118,158000,1990
3,2.0,1.0,0,0,7,1300,47.2824,294700,2380
4,2.25,2.0,0,0,7,2780,47.477,439950,1650
4,2.25,1.0,0,3,8,1550,47.616,899000,3530
3,1.75,1.0,0,0,7,1390,47.7607,535000,2790
4,4.5,2.0,0,0,10,4060,47.4241,530000,1830
4,2.0,1.0,0,0,8,1470,47.3742,215000,1640
2,1.0,1.0,0,0,6,920,47.7069,290000,2240
5,2.75,2.0,0,0,9,3220,47.7076,798000,3100
4,2.5,2.0,0,0,9,3270,47.5373,785000,3120
3,1.75,1.0,0,0,8,1730,47.7664,433000,3340
2,1.0,1.0,0,1,7,1010,47.5567,425000,1290
4,2.5,1.0,0,0,8,1540,47.6965,654000,2660
3,1.5,2.0,0,0,6,1280,47.3343,215000,1070
3,1.0,1.0,0,0,6,840,47.3743,232000,1010
3,1.75,1.0,0,0,8,1680,47.6098,675000,2250
5,2.75,1.0,0,0,7,1550,47.6651,665000,2530
4,2.5,2.0,0,0,10,3030,47.6569,835000,2780
6,3.0,2.0,0,0,7,2880,47.5959,525000,1470
3,2.75,2.0,0,2,7,2010,47.7071,780000,3300
4,3.25,2.0,0,0,10,3090,47.6674,844000,3200
4,2.75,2.0,0,0,8,2720,47.7181,680000,2580
3,1.5,1.0,0,0,7,1310,47.7328,290000,1330
2,1.0,1.0,0,0,8,1360,47.691,560000,2220
3,2.5,2.0,0,0,9,2830,47.7462,605500,2710
4,2.5,2.0,0,0,9,3150,47.7082,762500,3150
5,3.25,2.0,0,0,9,2910,47.6802,1740000,3060
6,2.75,1.0,0,0,8,1420,47.5518,665000,3670
5,1.0,1.5,0,0,7,1640,47.6046,540000,2780
3,2.5,1.0,0,0,7,1330,47.7481,375000,2540
3,1.0,1.0,0,0,6,720,47.731,342000,1840
3,1.0,1.0,0,0,6,670,47.5329,340000,1880
5,3.25,2.0,0,2,10,2540,47.5631,1250000,4990
4,2.5,2.0,0,0,10,3160,47.5996,693000,3350
4,1.75,1.0,0,2,8,1770,47.4355,638500,2310
5,3.0,2.0,0,0,8,2240,47.5171,805000,1990
3,1.0,1.0,0,0,7,990,47.4151,250000,1420
3,2.5,2.0,0,0,7,1580,47.3539,325000,2070
4,1.75,2.0,0,0,7,1560,47.5292,270000,1250
6,2.5,2.0,0,0,8,1760,47.5771,880000,2840
2,1.75,1.0,0,0,6,1440,47.6974,300000,2270
2,1.0,1.0,0,0,6,1200,47.7548,290000,1100
4,4.0,1.0,0,0,10,2870,47.5701,2850000,6220
3,1.0,1.0,0,0,5,1260,47.4958,259950,1350
4,3.25,2.0,0,0,13,4890,47.5303,1780000,5790
3,1.0,1.0,0,0,7,1580,47.4964,299950,1180
3,2.25,1.0,0,0,8,1330,47.7511,483000,2870
3,2.25,1.0,0,0,8,2060,47.6534,890000,2030
3,2.5,1.5,0,1,8,1690,47.5841,719000,2140
4,3.0,1.0,0,0,8,1920,47.4319,785000,3890
3,2.5,2.0,0,0,9,2330,47.5542,660000,2330
4,1.75,1.0,0,0,7,1080,47.4104,264000,2550
3,1.75,1.0,0,0,8,1890,47.5697,575000,2720
4,3.75,1.0,0,0,10,3820,47.7337,1220000,3140
3,2.5,2.0,0,0,9,2770,47.2568,475000,1830
4,3.5,2.0,0,0,10,3020,47.6524,845800,3120
3,1.75,1.0,0,0,7,1170,47.7368,352500,1610
3,1.0,1.0,0,0,7,1270,47.7604,347000,1390
4,2.75,2.0,0,0,8,1950,47.5698,560000,2040
4,2.75,1.0,0,2,7,1330,47.2576,323000,3130
3,1.75,1.5,0,0,7,2220,47.4693,595000,2010
4,2.0,1.0,0,0,7,1170,47.2924,257500,2780
3,1.0,1.0,0,0,7,1100,47.5686,450000,1200
4,1.0,1.0,0,0,7,900,47.742,410000,1540
3,1.75,1.0,0,2,9,1320,47.5867,810000,3110
5,3.0,1.0,0,0,7,1300,47.4964,372500,3470
3,1.0,1.0,0,0,7,1050,47.7533,325000,1440
3,1.0,1.0,0,0,6,1260,47.7476,280000,1990
3,2.0,1.0,0,0,6,880,47.3924,258000,2950
4,1.0,1.5,0,0,7,1360,47.7512,329950,1050
4,2.5,1.0,0,0,9,2030,47.6197,836000,3150
5,2.5,2.0,0,0,8,2260,47.352,365000,2180
2,1.0,1.0,0,0,5,1060,47.3066,111300,940
4,2.5,2.0,0,0,10,3720,47.655,864000,2830
3,1.75,1.0,0,0,7,1610,47.6527,725000,2010
4,2.5,2.0,0,0,8,2670,47.7498,550000,3410
2,1.0,1.0,0,0,7,790,47.4007,130000,1560
